longitude,latitude
-79.2975872594074,43.68485349459379
-79.41280749233893,43.64125758160079
-79.41174519201903,43.64147208168777
-79.34376657909755,43.74102400230735
-79.34379077909584,43.74091660228744
-79.19922713432702,43.75701911180217
-79.20194873494586,43.7541621111755
-79.48705933403848,43.84447331372622
-79.48760323420152,43.844353613679935
-79.41159239282418,43.65117838339958
-79.41090689261736,43.65131288345499
-79.58988834883587,43.64193507348139
-79.4389171136814,43.78848540619145
-79.43817471329224,43.786772905926554
-79.51054273550618,43.77681670080914
-79.51097023571882,43.77767350093901
-79.38233668358595,43.652234384941586
-79.38262708374316,43.65296908505717
-79.32982406823679,43.668227490182645
-79.32963966813966,43.66779129011461
-79.4310335033136,43.69982469103278
-79.43089640327207,43.69984979104356
-79.24985054626836,43.70882090100815
-79.2487324460644,43.7105651013659
-79.1432031225817,43.827150326676524
-79.14422042288429,43.82688992658394
-79.32019846577137,43.675133291840886
-79.31927496527996,43.67289439149044
-79.39190509826172,43.78388800757647
-79.39169089810886,43.7829353074197
-79.53853383310815,43.649099377132835
-79.53935023353654,43.65100307742882
-79.18680813154795,43.77056621475072
-79.18685733155898,43.77051291473911
-79.36660018295304,43.702088594421745
-79.36794328329236,43.701074994181646
-79.41320389263583,43.643196281922926
-79.41244379240601,43.64333878198324
-79.52860933932958,43.75499439614861
-79.52639883867212,43.75553139634576
-79.52364232527792,43.61413477168799
-79.52254082469882,43.61154537128437
-79.16213942525981,43.78876171907866
-79.16470312593648,43.78713301867492
-79.52008642690483,43.64542257734681
-79.51897192657138,43.64566907744196
-79.32049656593024,43.67585859195446
-79.32078786608494,43.67656099206434
-79.39964438772206,43.63648838137335
-79.39833628723625,43.635707181296716
-79.44572901620855,43.79245130656747
-79.44537851595437,43.79085030630386
-79.19465563219802,43.74942201068104
-79.19409893202993,43.74953431072645
-79.39689839047901,43.67777748875076
-79.3944893897551,43.678284088951436
-79.32599217813348,43.794354412471556
-79.33141577975668,43.793115112002816
-79.43251659880335,43.643300981045186
-79.47426941195532,43.64149347878847
-79.4745687120591,43.64158847879121
-79.43878950059634,43.64094838034084
-79.43865850052772,43.64064278029324
-79.47458861205675,43.64149017877305
-79.4744669119961,43.641242478735215
-79.48815792803909,43.773175801217505
-79.49304692949696,43.772023900787836
-79.41957240665259,43.7788819054128
-79.41897720647454,43.779016505464014
-79.34557807904089,43.733827100962024
-79.34499577887817,43.734090301035174
-79.26437795980762,43.809805418034
-79.34664817931687,43.73308250078183
-79.35392838535186,43.775072007799096
-79.35364578519726,43.77434540768501
-79.3438285782968,43.731725000674714
-79.34386287831497,43.731806900687474
-79.34731198205999,43.76174470577279
-79.34704368228788,43.765291406406384
-79.51197382561199,43.66006068029305
-79.5103883251602,43.660667580473316
-79.5787964579898,43.784764199006425
-79.57940055817387,43.784667298961175
-79.28135185392739,43.68147409475106
-79.28029945362663,43.68187529487017
-79.59604325248158,43.66096687653182
-79.59603915248546,43.66102547654233
-79.54177513480205,43.65657807829386
-79.540811934299,43.65435977794957
-79.36946137937025,43.65099918532123
-79.37068367973723,43.65073748521869
-79.5096018350397,43.77494830052635
-79.51025443525886,43.77507080051732
-79.13006621888294,43.83288382828682
-79.12843431835725,43.83284502835533
-79.37963438786105,43.710572095304784
-79.37836018747824,43.71084219541126
-79.36755148372491,43.70740079530934
-79.36820028407159,43.70898399555692
-79.33200676909198,43.6700330903987
-79.33305476940723,43.6698142903118
-79.36704087864649,43.65154988553011
-79.36608007835935,43.65177028561334
-79.12828821744836,43.82305612664832
-79.1269611167484,43.81992942616207
-79.5322478404062,43.75404969581334
-79.53188864029823,43.75412399584317
-79.54320563554863,43.65986537880376
-79.54288963538362,43.659138178690974
-79.36548118288434,43.70536159504772
-79.36573378303295,43.706132795171285
-79.54611353705594,43.666429579819436
-79.54665453733652,43.6676519800086
-79.39121569776748,43.78079640706759
-79.391110297693,43.78033580699188
-79.31113957135724,43.77138580913986
-79.31391747217451,43.77059060887178
-79.33295877727319,43.75945250603753
-79.33269287719425,43.75952080606186
-79.52883962800689,43.626305373583506
-79.52854532781646,43.62520967340479
-79.4449806029081,43.64478538072723
-79.44513600299577,43.64521838079603
-79.32009916491894,43.66578759020418
-79.32964547232166,43.71531369845475
-79.3302499726075,43.716368098611674
-79.21302824029253,43.77467731425966
-79.21134933972975,43.77438151428543
-79.36259608571238,43.74784300262815
-79.36413698623254,43.74816140261236
-79.22682244677534,43.79819471774107
-79.22430834597778,43.798266317869974
-79.23579714495496,43.74496360799841
-79.23737604542676,43.744591007860066
-79.3460757730565,43.66405688869787
-79.34590337296551,43.66364738863389
-79.39722869485361,43.726169997221994
-79.39759279496336,43.726097397192355
-79.37892898855503,43.72098789716365
-79.37868648836779,43.719743696956826
-79.26255475824408,43.79870681617599
-79.26151455768567,43.796149015776386
-79.22988424486181,43.76537751185048
-79.23066904502504,43.764382211639735
-79.13551431910948,43.815660625019746
-79.13628931934834,43.815556624965794
-79.2686003571126,43.763988309815474
-79.2683688570733,43.76438200989514
-79.27576395833823,43.751925107369765
-79.2762787586191,43.7532459075774
-79.21450583954774,43.76084891176771
-79.21436243946604,43.76044151170291
-79.32729858038549,43.815071516035225
-79.32680388028203,43.81568781616598
-79.23018255015178,43.82426782214917
-79.23094065048426,43.825286122292205
-79.28227356196153,43.76942861013524
-79.28265316216108,43.77031531027302
-79.30544656999727,43.776581110313735
-79.30530786992303,43.77624211026082
-79.40547950242849,43.78199200661299
-79.40535410236151,43.78168840656573
-79.20634894100556,43.807003320230706
-79.20651984117958,43.80835662045973
-79.40732370183149,43.76861360418607
-79.40473820105707,43.769190404407304
-79.25200314665287,43.7053696003029
-79.2513754465419,43.706389100510854
-79.49898833143742,43.77252460059806
-79.49831443107881,43.77090950034706
-79.34462857882781,43.73484810118497
-79.34046587761117,43.736123601601676
-79.34059647765052,43.73609750159104
-79.28848076722498,43.80655471634746
-79.28878666736676,43.80705231642031
-79.3465639798737,43.739696801944994
-79.3464482798334,43.73965870194365
-79.40512819833086,43.73698489874983
-79.40563699867205,43.73900609908026
-79.47962113043387,43.830692411667926
-79.47915933034592,43.83136041180618
-79.43701161267732,43.784029405500895
-79.43744181290373,43.78503260565633
-79.33909307121388,43.668444889791736
-79.3404235716127,43.66815178967869
-79.44901891103876,43.72230369413614
-79.59654894884576,43.61805656898041
-79.59640744880981,43.618159969005156
-79.49113801964735,43.66772888260823
-79.49199482009685,43.669725282918556
-79.36445029086944,43.79942371157141
-79.36472179089223,43.798702411432586
-79.40992719720622,43.7069224932581
-79.40972309706743,43.706088393121334
-79.43173371029583,43.77618190437402
-79.43274101059733,43.775955104287426
-79.12790301585216,43.806318623734676
-79.12630591500943,43.802546923147645
-79.53671013834189,43.7147798887313
-79.53685103842285,43.71518578879586
-79.28844005609854,43.680427594239625
-79.28926455635552,43.68035609418895
-79.5427592353167,43.65885167864677
-79.5423147350869,43.65785447849259
-79.12760781832436,43.83547412885366
-79.1256995176727,43.835009428860474
-79.31433747044662,43.74949730515707
-79.31534767075493,43.749334805081794
-79.3541525867703,43.79028691045158
-79.35301918614822,43.78735080999046
-79.5511964422295,43.70653888661178
-79.5513983423326,43.706975186678825
-79.59237324968187,43.64255077347347
-79.59251784973176,43.642594173474315
-79.32501737490321,43.76133920673647
-79.32428177466362,43.76128670676142
-79.52678922952775,43.65093597800217
-79.5272679296326,43.65039547788503
-79.56667634762434,43.711721486796556
-79.57136274910319,43.71155128654779
-79.36219398510106,43.74237690168914
-79.3639842855656,43.74116430139357
-79.42539829678643,43.64617408188012
-79.42561479690633,43.6467515819715
-79.21048663857361,43.76437951257234
-79.60146805765037,43.69974798307382
-79.60894916017632,43.70134538300376
-79.53069553347996,43.68155148318962
-79.52657453223391,43.68231538351569
-79.4676554213839,43.771916901953674
-79.46844152192392,43.77517250248651
-79.53385173332094,43.668383880733785
-79.53493123387771,43.67078868110514
-79.42630009698861,43.64520398166794
-79.42689139716676,43.64508558161968
-79.26046655442074,43.76293691000779
-79.25835115367208,43.762112609961264
-79.34576227894668,43.732093000649506
-79.34648877904158,43.730539500343475
-79.23365775166081,43.82876662277528
-79.23363055163752,43.8286012227476
-79.31779247345227,43.77104140877092
-79.31812647362952,43.77183970889526
-79.2182324418676,43.77367121384277
-79.22007324242206,43.773284813689905
-79.38515998626633,43.67246568836302
-79.38615178658068,43.67244208831285
-79.34370288214647,43.7757603083945
-79.34336028197295,43.7750351082835
-79.25881095440508,43.76876211110513
-79.25656005378293,43.76986451140252
-79.42723209746697,43.64726188198609
-79.26443155536792,43.75930750918824
-79.26324275499725,43.75941220926164
-79.46872950991173,43.63834257849268
-79.37956648305916,43.65629338578288
-79.3794655830044,43.656036885742495
-79.39713018699392,43.63732658163718
-79.39676158682448,43.636736081550495
-79.37171618411458,43.696741193246424
-79.37014248363776,43.69702969337004
-79.2327646464161,43.77257121297791
-79.23215404615154,43.77178371286815
-79.43598450479926,43.69876239061636
-79.43501850451017,43.69897839069916
-79.20538523720421,43.76735001332879
-79.37843138218042,43.65041628480324
-79.37906408237053,43.650283284750564
-79.34265068215983,43.77971080913497
-79.21842484178501,43.77203471354708
-79.21822784167803,43.77153501346862
-79.4607456173061,43.75081499858317
-79.45974301700554,43.75103359866813
-79.2170525384158,43.73871810776928
-79.21688803833004,43.73834020771062
-79.40531699025989,43.64477858256664
-79.4047002900611,43.64475478259109
-79.35474408763051,43.79786501174997
-79.3541335875901,43.79961001208365
-79.36805909118829,43.790013309757256
-79.36762169089832,43.788316709480725
-79.3163605732228,43.77362170928923
-79.31852427384102,43.77279530904414
-79.32619188017532,43.81669071636981
-79.32587898001817,43.81604651627169
-79.40578699040245,43.64469578253032
-79.33299788214079,43.81432601564002
-79.33259788195865,43.81371341555146
-79.32688618010627,43.813407915763406
-79.3267797800474,43.81312711571926
-79.28328856469203,43.79667641485947
-79.2831752646302,43.796386814814056
-79.33510587295541,43.70271469599166
-79.33401357279524,43.704856596418075
-79.36402478828282,43.77175260674888
-79.36161388753695,43.77202520690865
-79.21254064343601,43.81210792083785
-79.21254484350189,43.81283872096561
-79.4062875941643,43.68560578968853
-79.40782849462721,43.685280289559905
-79.42482589518491,43.63004197907302
-79.42815839632716,43.63094917907783
-79.41318120444123,43.77695680537354
-79.41298200430062,43.77608820523077
-79.44000320111854,43.64248478055432
-79.43937510077242,43.640827380292414
-79.41007840265783,43.768013803952876
-79.41044250285032,43.7688741040865
-79.32503737680616,43.782799610493484
-79.32508057682624,43.782870510503855
-79.40382250014797,43.76222800323122
-79.4030170998256,43.76149140313969
-79.26467045496814,43.75390390823012
-79.26580475530969,43.753666908136125
-79.39346678832844,43.665786486805246
-79.39391208840364,43.66502668665119
-79.34915638037141,43.7359570011693
-79.34993848060692,43.735796101104775
-79.4383183012508,43.65008808196764
-79.43971740170416,43.65017018191712
-79.12683301782876,43.832663128397435
-79.26315094907869,43.692446097518946
-79.26232614886858,43.69305299766362
-79.40131860045341,43.774699705530644
-79.40092000024212,43.77375220538339
-79.34086657938718,43.75479200485419
-79.34031917907153,43.753197704600325
-79.39718179083701,43.68081488927061
-79.39674519060328,43.67974298910277
-79.21174204317788,43.812076720869364
-79.21120174298605,43.81186042085648
-79.37382059162233,43.77413660671095
-79.40973059783185,43.71471819463395
-79.40732829708561,43.71494859478592
-79.14706252361817,43.82489772610391
-79.14595122303024,43.822261125693686
-79.30910446203377,43.672894791961106
-79.30792636174908,43.6739353921983
-79.32593236727236,43.67138739091772
-79.32506706701308,43.67157929099145
-79.29081526448704,43.76711900933484
-79.29135666464842,43.76698810928685
-79.13518931872036,43.81242112446745
-79.13474091851835,43.81175562437158
-79.23533314285483,43.72275810412478
-79.23436254261846,43.723597504316935
-79.29587665838436,43.67942179371911
-79.29632205851725,43.67931609368
-79.43261841154188,43.78703890623201
-79.4352183123216,43.78647120601158
-79.39046279722886,43.777430706513606
-79.39038529717287,43.777078406455594
-79.42884739737886,43.64040848070751
-79.5395322285126,43.5933992673057
-79.52131702304871,43.597236268827174
-79.52172872317186,43.59714586879219
-79.24623364759861,43.73710560613784
-79.24444524706277,43.73751030629151
-79.43400430758176,43.737377297475476
-79.43480420782655,43.737258897417504
-79.4547437121384,43.7140886924303
-79.45855761328436,43.71328879211263
-79.4742906163883,43.69164148758594
-79.4744701164343,43.69151428755535
-79.33795677872124,43.75777360551151
-79.33750817851735,43.757087805412205
-79.28482836084596,43.74752040617797
-79.28523436106185,43.74849860633059
-79.28435316721037,43.82130181911893
-79.28186316591872,43.815701318254746
-79.23477024628734,43.763831611353595
-79.23745424709593,43.76327191113136
-79.53960854408427,43.76900099808441
-79.54064364463986,43.77153259847865
-79.22979975005421,43.824548622216
-79.22954024998633,43.82471972225797
-79.6054422624193,43.739127689780396
-79.60530106237708,43.73915938979252
-79.23006984516866,43.768188312334544
-79.22902874494052,43.76937651259091
-79.1608917249305,43.789554619275215
-79.32829126693622,43.65898698863055
-79.32842676700143,43.65923728866826
-79.30805707131799,43.78208831115689
-79.3084064714965,43.78284491127319
-79.39077239282203,43.72650029757982
-79.39442569391794,43.725705997270886
-79.24775545082409,43.768220011521905
-79.24738255065515,43.7676554114402
-79.43294890445745,43.70585649200126
-79.43260960426274,43.70487799184547
-79.22579684851902,43.821662621896444
-79.22509254826664,43.82135522187526
-79.48205902196638,43.72667239336279
-79.48012582142034,43.727469893592534
-79.20658963804958,43.77258081418989
-79.20790883844586,43.772291514078255
-79.2344313520673,43.83056582305417
-79.23467655219484,43.83112162314001
-79.31479737272527,43.77364320936553
-79.31543487297814,43.774199709433354
-79.38234708609875,43.68075538994842
-79.38210428602765,43.680828089972465
-79.20491214152956,43.81815032224847
-79.20185414059145,43.81860322246927
-79.30545577145732,43.793067113199506
-79.30649027176658,43.79282581310923
-79.33884987091317,43.665905389357064
-79.27868575992994,43.75939210854302
-79.27791055950627,43.75739620822917
-79.58196034619814,43.64066497362846
-79.58221164631256,43.64105327368487
-79.4156340050118,43.774559304839805
-79.41519830478289,43.77354650468284
-79.56613004413171,43.67430078026583
-79.5679829446929,43.67397008012138
-79.40972160152123,43.75646800194836
-79.40890350111005,43.75477380168976
-79.33129976891767,43.67061699053402
-79.33186426908681,43.670491690485854
-79.40115599081957,43.66622198652499
-79.40133549091672,43.666675086596214
-79.40931569204483,43.65057348339893
-79.40831359150673,43.648089483009194
-79.47001721506895,43.69213378787116
-79.34639568280811,43.77351550787648
-79.34693088311444,43.77504610811955
-79.47674461628442,43.6816108857129
-79.47616891605172,43.68105498564221
-79.56138444803699,43.73535819118152
-79.56088084785503,43.73511779116299
-79.3149442729174,43.775286609646464
-79.31534857303022,43.7751014095953
-79.45093240522444,43.649539081285425
-79.45076360513364,43.64911938121957
-79.3216040783244,43.81234891582356
-79.32105757812666,43.81208801580331
-79.43481730812584,43.74059229800066
-79.43544410831332,43.740450797946735
-79.49962373017824,43.756072597690455
-79.4998348300869,43.754285697367926
-79.33050926860096,43.66988349044176
-79.33039346854028,43.66961339039969
-79.24199805089265,43.789869815580836
-79.24116335065435,43.79019311567609
-79.30479996985476,43.777306210470655
-79.37843128331636,43.66333628707225
-79.37720528294855,43.6636010871756
-79.30504966979571,43.77573491018395
-79.30516836984835,43.77590101020754
-79.2632732545463,43.75418380834386
-79.26310895445727,43.75376870827871
-79.30546797000878,43.776633510321886
-79.41254399605305,43.684389389184645
-79.41342279631786,43.68421358911298
-79.44086610456797,43.678502686836204
-79.43976220423728,43.67874478692996
-79.41244290336567,43.767482003749784
-79.4126655035185,43.76840500390096
-79.41656490527856,43.77421550473632
-79.34482467897107,43.7357622013361
-79.3816974827792,43.64537518376642
-79.38247448302049,43.64530088371729
